question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Epidemia,Fácil,15.828799362992868,3129,0.0,AC,0.0628973160055466,28,0,0,0,0,28
Batalha,Fácil,8.57757872401271,2300,0.0,AC,0.0410733470052946,19,0,0,0,0,19
Jogo do Poder,Difícil,635.962870021991,67442,0.0,NO CODE,0.0,0,0,0,0,0,150
Cobertura para Celular,Médio,586.8355441750027,58844,0.0,WA,0.2194881979958154,53,7,0,0,0,60
Desafio do maior número,Fácil,17.52987610400305,2564,0.0,AC,0.0480155840050429,30,0,0,0,0,30
Balé,Difícil,41.27901720101363,5593,0.0,AC,0.5689013999945018,52,0,0,0,0,52
Atletismo,Fácil,18.726527192018693,3265,0.0,AC,0.3815851969993673,41,0,0,0,0,41
Copa do Mundo_2014,Médio,65.93173867400037,8293,0.0,AC,0.0891259530035313,50,0,0,0,0,50
Pilhas de moedas,Médio,180.79675446101464,19630,0.0,WA,0.0756131640227977,9,13,0,0,0,22
Amigos,Difícil,635.4100017900055,65336,0.0,AC,0.8184401069884188,52,0,0,0,0,52
Remove Dígitos,Médio,43.8194170879724,5685,0.0,AC,0.1054809149936772,30,0,0,0,0,30
Idade de Camila,Fácil,42.03550517198164,5839,0.0,AC,0.0487666779954452,20,0,0,0,0,20
Trio de Bonecas,Difícil,590.4450681839953,67166,0.0,NO CODE,0.0,0,0,0,0,0,76
Exploração do Capitão Levi,Difícil,69.29215218301397,10523,0.0,AC,5.3143694960162975,54,0,0,0,0,54
Média e mediana,Fácil,32.07328558000154,4499,0.0,AC,0.0382553939998615,20,0,0,0,0,20
Teclado,Médio,106.9145060610026,12578,0.0,AC,0.124119026993867,27,0,0,0,0,27
Palavras Cruzadas,Médio,34.76456535299076,4447,0.0,AC,0.0447814560029655,20,0,0,0,0,20
Triângulo,Fácil,19.665385956992395,2875,0.0,AC,0.0647718539985362,50,0,0,0,0,50
Bactérias,Fácil,19.25282579701161,3356,0.0,AC,0.046637562016258,36,0,0,0,0,36
Quebra-cabeças,Difícil,633.392878810002,65302,0.0,AC,4.435453987010988,44,0,0,0,0,44
Cápsulas,Médio,33.443368984007975,4726,0.0,AC,0.1878451970114838,27,0,0,0,0,27
Pesos,Fácil,637.202122193994,67036,0.0,NO CODE,0.0,0,0,0,0,0,24
Brigadeiros,Difícil,388.8045217249892,46498,0.0,WA,3.773602975008544,65,2,0,0,0,67
Dengue,Médio,93.20145350298844,10087,0.0,WA,0.1240162799949757,0,10,0,0,0,10
Casamento de inteiros,Fácil,64.89364628700423,8657,0.0,AC,0.0377443539910018,20,0,0,0,0,20
O Fugitivo,Fácil,13.443559695006115,2529,0.0,AC,0.0119631650159135,1,0,0,0,0,1
Rede Social,Médio,26.543526867986657,4021,0.0,AC,0.2938738840166479,30,0,0,0,0,30
