question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Copa,Fácil,1.7480002659999627,860,0.0034625000000000003,AC,0.06452651500012507,58,0,0,0,0,58
Corredor,Médio,1.6481710670000211,865,0.003425,AC,0.12022048600010748,30,0,0,0,0,30
Linhas de Ônibus,Médio,3.44635987699985,1321,0.0063275,AC,0.323394609999923,65,0,0,0,0,65
Câmeras,Médio,5.025095792999764,1472,0.0088175,AC,0.06841831199972148,60,0,0,0,0,60
Passatempo,Médio,10.794080267000027,2028,0.016970000000000002,AC,0.06356355799971425,30,0,0,0,0,30
Trilhas,Médio,3.4392484120003246,1518,0.0065075,AC,0.09486829599973134,20,0,0,0,0,20
Escada perfeita,Médio,2.5005570939997597,1204,0.0050225,WA,0.09870560599983946,59,1,0,0,0,60
Sequência Secreta,Médio,2.4730546450000475,966,0.0043525000000000005,AC,0.03315443500014226,19,0,0,0,0,19
Cortando o Papel,Médio,3.6090040310000404,969,0.005535,WA,0.33117938199984565,0,22,0,0,0,22
Acelerador de Partículas,Fácil,1.4660443490001853,773,0.0025450000000000004,AC,0.04761275100008788,39,0,0,0,0,39
Teleférico,Fácil,1.7971400790002008,748,0.0025700000000000002,AC,0.06416283699991254,36,0,0,0,0,36
Catálogo de Músicas,Difícil,7.473695212000166,1821,0.0122525,WA,0.4761358619998646,12,14,0,0,0,26
Fissura Perigosa,Médio,4.103630205000172,1360,0.0078875,AC,0.13125039599981392,34,0,0,0,0,34
Jogo de Tabuleiro,Médio,2.2192984650000653,1153,0.004557500000000001,AC,0.04612134099988907,28,0,0,0,0,28
Fuga,Difícil,19.817181859000357,2804,0.027147499999999998,WA,0.06253867099985655,0,34,0,0,0,34
Visita entre cidades,Médio,3.068159408000156,1161,0.0057775,AC,0.06952282299971557,19,0,0,0,0,19
Jardim de infância,Médio,7.340473412999927,2364,0.013447500000000001,AC,0.0810721390002982,80,0,0,0,0,80
